,ID_text
1442,haterskamukebanyakan bocah kontol rick
1443,benci ma gitu bang eric maklumin aj padahal sendiri aj sempurna buat haterss jangan suka ngebully org sembarang kalau diri kamu aj urus kalau urus plngn org tua yg ngurusin
1444,benci ma goblok anjing
1445,benci ma jahat atu kalau baik
1446,benci mana yg jahat port buatkamuanjinkk terus karya terus toxic budaya support lah njingonte pepek mama kalian kena kentot kepiting
1447,benci membaraaaaaaaaaa olim ericko baik
1448,benci vagina cuma bilang comen kontol berani langsung orang
1449,benci vagina kontol erickontolim pro
1450,benci lebih baik kerja anjing kamu hate si erick yg makin kaya kamu yg hate bakal kaya tetap miskin anjing
1451,benci kentot klau kagak mw nnton kgk ush tonton anjing
1452,benci goblok makin kaya lol lebih baik kamu samperin kalau terima sosmed doang tolol
1453,benci otak kontol hahahah
1454,benci gemar pepek bego vagina tolol
1455,benci tai anjing
1456,benci teman baik
1457,benci tolol cuma manas manasin doang
1458,benci tolol gaada otak micin bego autiz nolep
1459,benci tolol gabsa hargain karya orang lebih baik matikamuhaters tolol keep strong bang ericko lim terus karya
1460,benci tolol ngedukung erick brroo dassar benci sampah
1461,benci tolol makin bully makin maju si erick hahaha benci fuck
1462,benci tolol malah tambah duit njer
1463,benci jembut netijen seperti biji erick seperti kontol
1464,benci uangng nonton yg suka nonton
1465,benci watch anjing
1466,benci gitu sibuk ngurus hidup orang
1467,benci yg katrok norak banget yg bilang ngundang pake dm sopan tolol gitu
1469,benci yg paling tertawa aku yg pertama mem k ngilu rasa kaya bagaimana anjir baru tau aku bangsat by the way buat erickolim bangsat kau
1470,hatersnya ericko goblok semua g ad yg pinter cuma ngetik keyboard doang kalau gitu napa punya hape kalau usernya bodoh g guna jadi faedah gitukamukontol tertawa sumpah aku dengerin ericko lim baca komentar benci anjinkkkk
1471,haterss anjingg ericko lim gokil semangat bang karya family friendly
1472,haterss kontol bangsaat toxicc kentot
1473,hatersss kontolll
1474,hatres kontol anjing makanya suruh emak kamu kalau ngewek jangan dapur biar campur micin manik bapak kamu anjing entot
1475,hatres ngapain nonton orang gila nntn dia kocakgoblokhetres ngapain nonton anjing
1476,hatrezzzzz kontollll
1477,benci blgin erick kontol lim sampah bangkai salah lo
1478,benci emng lama punya otak anjing kamu kalau comment jelek lebih baik usah anjing karya karya ngapa kamu sok an sifat orang beda anjing jan kamu smain kamu ken ericko alim gitu bisa bro terus jan muna deh kamu ngomong jorok ajh sering ngapain muna kamu benci kontol kamu benci kaya yahh dokter otak buat chek otak bebel bego idiot tolol
1479,benci goblok kalau suka usah liat yg maksa buat kamu liat chanel family friendly goblok satu squad suka chanel salam gemar ajg fuck your benci
1480,benci emng lama punya otak anjinkkamukalo nya comment jelek lebih baik usah anjing karya karya ngapakamupada sok an sifat orang beda anjing jankamusmainkamupengen ericko alim gitu tidak bisa bro terus jan muna dehkamungomong jorok ajh sering ngapain muna sihkamuhatters kontol dankamupara benci kaya yahh ke dokter otak buat chek otak bebel bego idiot tolol
1481,benci kontol dh tau chanel cuman buat seru an dasar benci kontol chanel family frendly
1482,benci kontolbisanya cuma nyiyir karya orang anjinkpackage cm horny cewe lagi aku udah subscribe kak ody ama erickolim
1483,benci lipetan kontol punya kerja mikirin idup orang
1484,benci tololl wanjng wkwkwkwk gemar
1485,benci pokok kudu nonton anjing
1486,hattersnya erik kaya kontol bapak
1487,hay bang ericko lim youtuber baik dunia uploud dong tutorial buat makan
1488,hay erickkontl kamu guna tidak becus suka ngatain orang kaslahan air mani bapalo yg buat bakat jadi anak toxik aku tetap vans sama kau
1489,he erikontolim kamu update pidio tiap hari njing pliss
1490,heater cuma dikit anjingg
1491,heaters mah bebas anjing
1492,heaters nyusahin diri sendiri bangsat gasuka gausah nonton anjing kesel aku a
1493,heaters tolol kamu jelekin erick sama arti kamu ngasi konten erick oceh klean uang goblok
1494,heaters tololllll
1495,heaterss kontollc ttp semangat
1496,hebat kamu bang sabar sama komentar benci kamu
1497,hebatkamubang lelah upload tiap hari terus ngurusin youtube rewind sehat terusp anjing
1498,hei hei hei tayo hei tayo bis kecil ramah
1499,henti toxic ny pas puasa
1500,heran ama haterskamurick suka di tonton terus bnykan like pda dislike tampangkamubegini demen ua skip mamam noh haha klan dikit rick cuma aku skip
1501,hetars kontol
1502,heter sok an lah bangsat
1503,benci goblok sok bijak semua bangsat ngaca bego katakamuitu benar apa sok bilangin org tolol
1504,benci punya pikir kalau mampu ngeyoutube apa tidak usah jelek in org tod ini benci tai benci bangsat cobakamuyg buat konten youtube
1505,benci kontol di pihak erick anjing komentar jahatkamuyg guna malah buat erick makin semangat buat buat videohhhhhh sungguh haru buat benci bocah kampung
1506,hetersos kampangos kontolos
1507,hetrs kontol biar erick didik nonton kontol
1508,hey erico kontol baca jnngan bacot ayo main squn kontol main free fire
1509,hey benci kamu koment videoorg terus koment pgn tambah baik kamu sendiri koment ngegas negatif apa mau kamu gblok benci
1510,hey benci kamu semua nonton daylen video bahas ericko lim si daylen bilang kalau ericko lim kalau luar kamera kagak bakal toxic sopan kalau kamera toxic sopan buat hibur tolol
1511,hey kalian benci anjing
1512,hey kalian yg islam kalian percuma kalian baik ngebokep terus peace
1513,hey lim tolol jes no kontol x botak kamu botak ajg
1514,hey ladies kalian rasa vagina kalian ngilu lihat video inikontol i m not benci suka usah nonton anjing kalaukamuga mau nonton kalau jijik tutup youtube anak anak teruss kasih sandi kentot
1515,hhaha suka gaya kamu bang bau maksiat anjay
1516,hhhh udah bagus bagus ajak youtube rewind malah kaya gitu
1517,hhhhh w suka liatkamutoxic njir ngkak
1518,hhhhhhh you tobe paling gokil kontol
1519,hidup benci
1520,hidup sudah susah
1521,hidup kadang sangat adill
1522,hidup kamu hina anjing dapatin uang banyak kontol hina bangsad yt moba bangsad isep jempol kaki aku anjing aku bayar kamu gaji bulan
1523,hidup kdamng sangat adil
1524,hidup kontol lim hahaha
1525,hidupkamupenuh bug
1526,hidup rad anjing jangan lembek aku suka gaya kamu eriko tahan kontol mu
1527,hidup raja coli
1528,hidup sabunnnn
1529,hidup sabuuun
1530,hidup leritivasi maju salam balilu rick beberapa persis banget konten njir di kasih cerah dia rick
1531,hiduplu kebanyakna iklan anjing
1532,hiduppp erickontoruuuuuuuu ululululuuuu
1533,hipokritkamucoba ngatainkamujadinya cringekamugak berhasilkamucuma maluin
1534,hmm kecewa sama mu rickkamubikin janji juta subscribe botak tidak tepat anjing
1535,hmm kontol ericko lim item ajg
1536,hmmmm mantap djiwa
1537,homo anjing
1538,how to basic mutu banyak yg suka smp subscribe jtaan
1539,how to basic video gitu byk yg suka bahkan org indo tapi eric yg parah how to basic judge sampe lebih how to basic
1540,hu cupu kamu berani ngejelekin arap liat diri kamu
1541,hwhw jangan nilai orang luar guys im soapersstengah anjing
1542,hy mamank erick kontol lim tidak aku buat video ngedisss elu tol pake music elu cuma lirik doang buat sendiri
1543,i dont give fuck fucking bitch tertawa sumpah anjengkamutol erick ahhahahahah good good lanjut anjing ahahhaha
1544,i like king kontol hahahha bau vagina
1545,i like you erick kontol wkwkwk
1546,i like you erikontolim wkwkwkwk
1547,i lovee you ericko lim aku fans beratkamukontol
1548,ibu kamu kimak kontol
1549,ibukamungentot ama anjing kontol muka asu
1550,ibuk pkk suka ngurusin urus org lg an yutub hibur bisnis suka lah asal sukses kalian kira smua org sama jalan hidup
1551,idiot benci ericko lim hidup soapking
1552,idup jangan dibwa pusing jalanin ygkamusuka kalau suka tinggalin susah
1553,ignore them just keep toxic ribe hak masing emang mw nonton apa kagak kalau go public sadar dong kalau semua orang akses berapa umur ama apa gender teknologi konsekuensi jaman kalau orang mental situ slalu jadiin ortu merhatiin anak scapegoat tpsitu terus produksi barang konten mulut kebun binatang terus nyalahin orang bebas individu apa salah tu logicnya o iya cari nyari duit rusak mental orang bawah umur buat nyari duit wajar emang mw orang tua tentara sekalipun kalau konten gin dibenahin ubah kalau hidup kota emang kejam situ usah ditularin ama anak mas ajar bagaimana rasa saling hormat dorong konten macam gin laku anak yg sembah situ besar mungkin ikutin situ indah kalau dibayangin jalan tempat umum terus bahasa anak njing babik goblok indah banget yusoaper selamat udah ngubah kultur ramah n sopan prestasi banget tu
1554,iklan banyak beut dah bangsat
1555,iklan skip bangsat
1556,iklan skip kontoll
1557,iklan aku skip iklan sedih coek
1558,iklan kamu banyak banget kontol
1559,iklankamubanyak banget anjing
1560,iklankamugak aku skip erick aku lebih suka iklan yg dichannel yucubkamulebih bervaedah iklan pada konten vidionya
1561,iklankamugua skip satu anjing soal rem wkwkwk
1562,iklan menit skipp anjing langsung hidup kamu
1563,iklan ngk skip anjing semangat terus rick dukung luric terus karyakamudi hujat pikir goblok netijen yg otak somplak pikir tolol
1564,iklan bisa skip sial aku bkin kaya lagi
1565,iklan panjang banget kontol
1566,iklanlu menit aku skip tidur hebat aku
1567,iklan keren tod
1568,iklanya skip anjing
1569,ilham wibowo anak sampahkamubowo bowo anjing
1570,ingat banyak benci auto kaya arya konten toxic kamu kamu satu youtuber yg muka kontol
1571,inget guys kalau nyari duit sampe makan jembut wajar contoh si kontol kalau mau cepet kaya
1572,inget janji rick juta subscribe botak anjing
1573,teriak kontol
1574,saja intro bagus
1575,cenel kanya no indonesia kontol
1576,cenel kanya nomer indonesia kontol
1577,chanel baik dunia woi benci goblok wkkwk
1578,mah gara arap si kontol pake baper ank haram
1579,teladan waktu sperma yg suka like
1580,video yg paling gwe suka by the way buat pebeh bang
1581,aku suka erik banyak yang hate dia cuek malah benci tambah pasok uang anjirr
1582,yg aku suka lu
1583,instropeksi diri lah balesnya kasih solusi baik tiap njawab baper
1584,inti elu php pantek juta subscribe pen botak mana kampank kecewa aku elu php yutuber
1585,inti kamu sampah ngera anjing kamu kontol
1586,inti ericko lim orang lucu suka bilang k nt l anjinging lah masih tetap tahan dunia youtube
1587,inti gausa dengerin benci kontol
1588,intinyakamukontol erick wkwkwk santuy bae lah
1589,into tertawa anjing
1590,introkerenanjing
1591,intro kontol is back y anjing kontol
1592,intro lama balik bangsat
1593,intro lama terpaki kmbalintro baik seluruh jagad raya
1594,intro legend gatain erick tpikamumasih like sama subscribe dasar tolol
1595,intro legend is backnten yg unfaedah justru yg aku suka video video lu
1596,intro legendnos balik kontolos
1597,intro mantapsss
1598,intro mantap
1599,intro paling aku suka sering sering bang buat intro gitu bang
1600,intro suka aku kentot abiz
1601,intro baik ntaaps anjiinngg
1602,intro baik pernah v pernah liat yutub
1603,intro terbaikk rick
1604,intro terlegend intro mantap intro sejarah ngakaki baik
1605,intro aku tunggu pers gtau bocah mana ngeheatrskamutapi yg saya tau bocah kontol
1606,intro paling tunggu collab top global sultan isi sendi baru chanel tidak suka koment sini gelud anjing send alamat kontol
1607,intro yg suka
1608,intro yg lama kgk dengerin intro kontol ada sirando
1609,intro yg paling aku suka
1610,introkontolehkocak
1611,introoo pling mantap
1612,iqbal gd cemar nama baik
1613,irfan coy jangan abai benci adsense
1614,iri liat kontol kamu besar bang
1615,bagi manusia punya kontol
1616,channel unik o org terus koment pgn tambah baik kamu sendiri koment ngegas negatif apa mau kamu gblok benci
1617,dia gatau bang sifat aslikamugimana ngeliat video doang emang kaya kontol gitu benci
1618,doang kata kotorkamungentot
1619,tampan anjing
1620,warpath apa daylen anjing
1621,hatersnya ericko lim anak lahir pantat ditusbol pake kontol patah wkwkwkwkwwk anak kontol dong yang hate sama ericko lim
1622,yg ngomong bilang lewat dm mati sih anjing tolol ampe rohhhhhhh anjing sursssss
1623,awal mula yutuber suksess
1624,iya bang kamu tampan onton anjing
1625,iya bangg aku suka banget sma konten kamu aku suka
1626,iya benar tau kapan orang indonesia suka ngambil sisi negatif banding sisi positif mungkin banyak anak anak suka ngelawan orang orang tua lebih tua diri yeah bukan maksud hina negara sendiri but yeah jujur memang sekarang zaman salah kaprah kalau memang masuk tanda tanda kiamat wallahualam
1627,iya benar manusia punya otak akal sehat
1628,iya buat si eric viral hatersnya sumbu pendek kasus reza arap fansnya arap ngeramein video meski cuma komentar ngejelekin si eri malah video sampe treding yt
1629,iya cm mau ucapin selamat nikmat indah dunia
1630,iya lah erick kalau kamu laki kamu dateng rumah ngomong baik baik jangan lewat dm biar kesan sopan sedikitk eric
1631,iya erickolim kontol anjing kentot tau mana yg baik mana yg buruk mana yg patut contoh mana yg enggak bgsat skrg jdi toxic gara sering nonton videokamubangsat saya suka channelkamuanjing bgsat ngentotkamusalam gemar
1632,diri sendiri lebih baik iyaiiyaiyahiyahh
1633,gaes kalau mau ngebuat gila tonton dulu channel akibat bisa tau misal konten ekstrem kamu liat dulu apa dilakuin bakal baik ato kalau yg dewasa erti lah mksd komentar aku apa
1634,kamu goblok erick goblok kalau kau suka video kau ikut goblok anjing
1635,jadiin laguu bagus komentar wkkwkw
1636,jaga sikap omong kamu syarat mati tua sakit
1637,jahahah mungkin iri kaya kamu bang ata kontol anjing kentot bangsat
1638,jahat bat dah
1639,jahat palkon lu
1640,jalanin hidup bang
1641,jaman sekarang anak bau seperma ajah udah nonton bokep goblok hilang atur gituan anjing
1642,jaman sekarang benci benci ada nama benci fans yg tunda benci is fucking hate you
1643,jancok jemboet kontol taik ayam asuw kentot anak kotor bangsat
1644,jancokk wkwkwkg luar tentu lebih baik
1645,jangan banyak bacot anjing anti baper bangsat
1646,jangan benci erickolim subscribernya juta
1647,jangan kerja uang kerja senang rasa senang kerja bukan kau kejar uang tapu ulang lah kejar mu
1648,jangan degeri benci kontol bansat tu emang
1649,jangan dengerin kata benci bang tetap diri luh semangat bangan erick ngumpulin subscribe goblok ngumpulin lama tahun tau truskamubilang beli cobakamukumpulin subskamusemua wkwkwkwk erick kontol
1650,jangan dengerin kata benci terus karya konten toxic kamu kamu satu youtuber yg muka kontol
1651,jangan dengerin rick kamu ituu hebat dahhh maju terusssssssss yaaaaaa
1652,jangan anggap lah bang benci kontol
1653,jangan hina erick emang laku kaya kontol
1654,jangan hina erickolim kasi memang kaya kontol hahaha
1655,jangan kalah sama orang yg suka ngejudgekamurick aku ttp supportkamumimpi aku cuma ken foto bareng sama kamu cuma kapan tetap semangt teladan
