likeCount,Comments,Author
0.0,org miskin ngasih panggung banga iri tu emang mereka bisaa kayak lu gk kan tetap semangat bg,Aldi Rifaldi
0.0,erickontol lim,
,,
,,
0.0,bang bikin kompilasi ketawa jahat ngakak asli,Danni Setiawan
0.0,haha yg dislike pasti keturunan dajjal,Samid Nurdin
1.0,saya menonton dengan keluarga harap tidak keberatan,Dr. Herp
0.0,ngakak anjinggharap tidak keberatan,De Jayy
0.0,susukntlmanis,Belek Wezzy
0.0,haters kont ,
,,
,,
0.0,anjing bapak kau kontol,Anhar Udin
0.0,logi loco bego bisa baca gak,upin ipin
0.0,lu malah yang jorok jorokin,LOGI_ LOCO#17
0.0,logi loco makannya kalok komen jangan lebay,upin ipin
0.0,upin ipin pekok,LOGI_ LOCO#17
0.0,yang anjing itu lu,upin ipin
0.0,kontol lu kog jadi jarang keluar sih bang v,Dika srondeng
0.0,erick kontol udeh bagus akun lu di blokir ama youtube ngpe di balikin lagi si bangsat mati aje lo tod biar ngurang in nasi di rumh lo,Cepotaja Goblog
0.0,haters bocah semua,NAUFAL RIZKY
3.0,bikin konten kaya gini aja rick gw suka,Ryan Pitulikur Channel
0.0,wtf,bie irawan
0.0,mirip kopex gaming gaya lu bg hehe,RYAN MC012
0.0,btw pentil lu hitam ya rick,kerbau kencing
1.0,bibir lo kok lengket,dyamante dy
0.0,bang agama lu apa sih kok setiap gw liat di video lu lambang illuminati sih illuminati kan lambang penyembah setan ka,Dika official
0.0,itu haters bayaran arap,
,,
,,
1.0,daylen warpath,Utuh Cinik
0.0,gk perlu mendidik udah di cap channel pendidikan lu rik,
,,
,,
,,
,,
,,
,,
,,
,,
,,
2.0,yang comment pertama gw pernah liat njir dikan lu rik,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,ya kalian klo di sosmed ngehina ericko mulu ngatain ini itu lah,
,,
,,
0.0,haters fans tertunda ,
,,
,,
,,
2.0,bang erick jt subs potong rambut botak dong  awkwk gua bikin yutub gua subs semua lu bang  kalian ketemu minta fotoi di rumh lo,Batara Cakra
0.0,kalo akal sehatnya ke ganggu gimana bang,Dominix Marley
0.0,anjing lu muka monyet,Jomblo Gaming
0.0,menghibur banget anjink,Megan Channel
0.0,ngakak njing,Ariiq Tampan
0.0,gapapa haters bikin erik kaya raya v,mashnaufal
0.0,kamu jahat,Zoo One
0.0,hatrrs ko,GYPSY GAMMING
0.0,bau maamek,dinar reza
0.0,kapan youtube rewind,Nyoman Martini
4.0,disubribe kok beli tolol tolol yg coment gitu mukalo kayak kontol njing wkwkwk,Si ACIL
0.0,wkwkwkwkw sumpah anjir gua ngakak sama kelakuan lu walau emang gak pantes tapi gua liat lekakuan lu iti bikin gua ngakak anjir,Achmad Chaerul
36.0,kalo misalnya haters gk suka nga ushh di tonton lah goblog buat apa yh malahan bang erick dapet duittkin gua ngakak anjir,Luna Daraasyfa06
0.0,tadi gua mau komen apaan yak v,Alfian Arivandeks
0.0,haters tai anjing,Ima M
0.0,soapers salam kontol anjenkk,Amena Gaming
0.0,kalo gak ada yang ngehate lu lu gak bakal dapet duit lah bego,Mdzaky Naufal
3.0,erickontolim gantenngg njing gak bakal dapet duit lah bego,Megan Channel
0.0,woi bank coba lu grebek rum h lucinta luna barangkali dpt grts n,kafur abrar
0.0,haha terhiburr gw sama konten unfaedah lu v,Rivaldi Aldi
0.0,lah emang kapan aaaanjinkkkk konten kau berfaedah,Sober Su
4.0,like reza arap comment eric congeanjink,Syahrul Arul
0.0,ericko lim for president,Riswan da
0.0,cintai heters mu dapet adsen tiap hati,Raffi dapih
0.0,ganteng lah nyatanya lu punya pacar taek,
,,
,,
,,
69.0,erickolimlovers yg bilang bang ericko jelek matanya buta menurut gw lu manis bang bukn gakak anjir,Luna Daraasyfa06
0.0,menurut gua erick itu panutan karena dia merasa bodo amat dengan apa yang dia lakuin meskipun itu buat malu dirinya sendiri padahal mereka semua yang ngejudge belum tentu bisa kayak erick,Filla Ayuditia
0.0,die haters little bitch,MHK lover
1.0,anjing ngakak guah,Andhikakarasuno Rustavika
2.0,gw bocah gw suka erickolim knp karena dia bisa buat saya bahagia ambil yang positif aja,Elvajah GT
1.0,hmmm bau memek ,
,,
0.0,gg bang mentalu kuat banget teruskan perjuanganmu wahai anak muda,Saiful Rohmat
0.0,ngeteh asu,Varel Simaputra
1.0,kntl iklanny ada ajg tpi gaada yg w skip asu,Varel Marco
0.0,ngakak gua njir nice soapkingyg w skip asu,DIO Aditya
0.0,good coment,OPPA! Jr
1.0,ngakak bngsad ,
,,
1.0,ngakak anjing,Daki Komodo
0.0,youtuber paling toxic tpi ga munafik bro mikir ga ada yg kaya erikontol liem mang ga ada lawan wkwkwkww haters bacot malah dia tambah kaya tot wkwkwkwkw,lendra haw
0.0,meskipun chanel ini gak bermutu dan berfaedah yang penting gue terhibur anjenk lanjutin bikin konten toxic nya njenk,Theo
0.0,mantap anjinkkk,Andrew Leonardo
0.0,bagi gua sih konten lu sgt berfaedah faedah utk org gila anjink ngntd,
,,
1.0,azek intronya,Ubay Yahita
0.0,disini saya mencium bau bau mem k ericko kiyoshi,RADIAN ALL IN 1
3.0,walaupun konten lu banyak yg gk berfaedah tapi gua tetep suka sama konten lu,Bintang Anugrah
0.0,rik gwe salut sama lu bisa tahan dgn para heters dan semoga bisa tembus jt subscribe yah walaupun kata orang banyak yg unfaedah vidionya tp maksih telah menghibur kamu semua,Damar Ganteng
0.0,w nonton sambil ngupil keenakan yg haqiqi v,Della Puspa
0.0,stay sopaerss,fadillah ramadhan
0.0,bang pertanyaan gw cuman satu dari dlu gw penasaran apakah mak lu nonton video lo ngk merepek atau marahin lo yg biasa ngomong ngentot anjing kontol peler atau apalah dari dlu gw penasaran,Tes Tes
0.0,bang bikin vlog konyol lagi dong,Rapstraunot Channel
0.0,jt subsciber botak,Hendra Fadly
0.0,ericko klo rambutny cepak mirip rizky febian,ImSter GTi
0.0,bantu subs chanel sy gan,sastra verdiansa_09
0.0,buat heters kontol bapak lo kyk babi bacootttttt ngentoootrrt fack q bawa bapa lo ke rumah gua kontol,Gabriello GAMING
0.0,lu gak setoxic dlu bang,Light Yagami
0.0,mantap bang banyak hater banyak duit,Zaenal Enall
0.0,lucu lu bang tapi toxic lu jgn sensor lah wkwkwkw gw suka toxic lu kaya dululo ke rumah gua kontol,Fikri Algifari
1.0,wtf moment,Kadek Udayani
0.0,anti anti hatters club,HAFIZ 0136
0.0,pantat tipis semua njeng akakakaa,KENTUNG Gaming
0.0,diciduk satu satu seru bang,BABANG UWAW
1.0,kalo mereka ngejek kin elu biarin aja rik mungkin dia iri v kami para soapking tetep slalu dukung chanel kontol lo ini ya bangst tenang aja ya kontol h h h h v,bayi Herex
0.0,ini semua gara arap anjing sama si botak,Reza Putra
1.0,peler lu gua haters lu bacain komen gua tod,Izan Salman
0.0,channel lu baik rik gw suka nih gw dari dulu sub lu smenjak subcriber lu k,Pecinta Sepur Madiun
0.0,rik kapan botak udah jt subs ,
,,
0.0,like like,Ramdan Ihksan Pertana
0.0,gue nontonin ericko karna gue pengen tau tipe tipe manusia aneh ciptaan tuhan walaupun keliatan salah dimata gue yaaa manusia punya pilihan hidup masing termasuk haters kalo tuhan ciptain manusia se tipe hape pc atau alat yang lu pada gunain gak sama speknya kalo semua sama gak asek kali sungai got garing idup ini tjoy wasalal lah,Farhan Vahlevi Dai
0.0,ngakak anjay icko karna gue pengen tau tipe tipe manusia aneh ciptaan tuhan walaupun keliatan salah dimata gue yaaa manusia punya pilihan hidup masing termasuk haters kalo tuhan ciptain manusia se tipe hape pc atau alat yang lu pada gunain gak sama speknya kalo semua sama gak asek kali sungai got garing idup ini tjoy wasalal lah,Alfi Nurhidayat
0.0,wadaw soapers club,Taufikur Rahman
0.0,bang bagi yakult nya donk,Semuth gaming
0.0,ajg ngakak,Rhan Gaming
1.0,subcribeer lu gk naik rik parah dah,Galih GG
0.0,soapers,Rafa Akmal Kbpc kbpc
0.0,t tit lu ganteng bang,Jovan Daevin
1.0,kata dari gw haters itu bagus untuk adesens,Noob Players
0.0,satu nya channel yang gua gak berani liat trus pake haedset,Wahyu Agung
0.0,toxic trus cokk,Ilham Maulana
0.0,sampe ada yang unsubs erick gua bunuh ditempat lo bangsat,Jeje Karunia
407.0,gw dukung erick,
,,
,,
,,
,,
,,
,,
0.0,bantu like guys erick udah kehabisan uang nih ytbrewind pin gua rick,nunok gaming
0.0,kalem,
,,
,,
,,
,,
,,
0.0,go get them boyyyy,V4X DN
0.0,sbr aj bang semua orang pd ngomong d belakang lo doank mn berani d depan lo bang pasti pd minta foto foto fck this my people,Rafael Ferdinan
0.0,temen wkwk wish thebest lah for you tod,Farras Athaya
1.0,si acil setipa gw baca komen chenel si erik pasti ada lu,GMHZ 17
0.0,luna daraasyfa  gw sih cuma main pola pikir doang lu bilang haters gausah nonton kan trus lu lanjutin tulis malah ericko dapet duit get it ato mau lebih jelas,Vincent Alex
0.0,vincent alex simak bos nga bisa baca sini gw bacain,Luna Daraasyfa06
0.0,luna daraasyfa hmm mana ada fans yg doain idolanya gk dapet duit,Vincent Alex
0.0,vincent alex gw fans nya,Luna Daraasyfa06
0.0,jadi lu masuk haters apa fans kok malah doain ericko gk dapet duit,Vincent Alex
0.0,kepo lu njing,Megan Channel
0.0,lu laki apa cewe,Sandinur 2002
0.0,luna daraasyfa unch unch,
,,
0.0,luna daraasyfa karena gua toxic ,
,,
,,
0.0,muhammad radith iya keknya,Yessi Aprilia
0.0,luna daraasyfa namanya soapers,Yessi Aprilia
0.0,rang minang kalo lu fansnya ngapain lu ngomong yg nga bener,Luna Daraasyfa06
0.0,fuck soapers,Rizal123 Rizal1989
0.0,naufal razan santosa yg bocah siapa gk kata kata lain bisa nya kata kasar hha thats the point,Bara Permadi
0.0,bocah sd gelud yok,Naufal Razan Santosa23
1.0,aldyan fitrah pratama woy kontol suka mereka lah babi kalau nggak suka ericko lim pergi sana lu ngentot bocah anjing lu,Naufal Razan Santosa23
1.0,bara permadi bacot kontol ngritik mak lu dasar bego anjing ribut lah sini kontol bocah babi lu memek,Naufal Razan Santosa23
75.0,woi lu para haters juga gblk udh tau kalo ini channel unfaedah gk bermutu gk ush nonton mananya dsr bocah kontol lu malah nambahin adsen dia makanya kalo jadi haters yg pinteran dikit napa dsr otak micini gimana gk mau terkenal sumber uang yg dia dpt tu dari haters gk heran haters banyak erik makin upload video tiap hari biar dpt content banyak haters banyak uang makanya sekolah dulu yg bener ya dek,
,,
,,
,,
0.0,jembot rasa nya asin keremes itu jembot apa ayam geprek edah gk bermutu gk ush nonton mananya dsr bocah kontol lu malah nambahin adsen dia makanya kalo jadi haters yg pinteran dikit napa dsr otak micini gimana gk mau terkenal sumber uang yg dia dpt tu dari haters gk heran haters banyak erik makin upload video tiap hari biar dpt content banyak haters banyak uang makanya sekolah dulu yg bener ya dek,
,,
,,
,,
0.0,gua nonton ni chanel kalau lg pengen cari hiburan aja pengen ketawa ketawa ilangin stress kalau mau belajar ya di chanel lain bijak aja sebagai penonton,Arief Yulyanto Rizki
0.0,kongakak jierrr d,fhm rlnh putr
2.0,lo terkenal karena ngomong bangsat sama anjing lu ngefek arab apa diri lu yg gak ngaca niru gaya arab main game aj gak ad yg pro lo,m. akbar
0.0,mental sosmed semua taik,Kevin Ardiansyah
1.0,ngentot,Faiq Malizen
9.0,bangsat ktnya juta botak mana janji nya,Sugayy Ugayy
0.0,haters tu org gk waras bg erik bikin vidio buat menghibur kita semua tpi haters merasa trusik maklum sirik sirik tanda tak mampu bersaing h,Adi Nur
0.0,kadang kita harus pantat tebal untuk menghadapi babi babi yang bicara v gud mang v,DafriAldy
0.0,gw soapers rick santai yg gk suka gk ush nonton ajg,Rangga Dwi Yudha
0.0,kalo gak suka gak usah nonton tongkol babi pagantegek lu gak makin kaya ngurusin orang hidup lu belum tentu benar sampah konten eric buat soapers bukan haters jadi haters diem aja like lebih banyak dari dislike memek,GLENDY GAMING
0.0,panutanque sikntl ericko v,DafriAldy
57.0,heters itu tolol semua bilang gak suka tapi tetep nonton videonya kan tololn orang hidup lu belum tentu benar sampah konten eric buat soapers bukan haters jadi haters diem aja like lebih banyak dari dislike memek,RIZKY KURNIAWAN
0.0,percuma lo haters kntl ngehate org yg pantatnya tertebal sedunia,commanda Al ghoriz
1.0,nah gini gak kaya youtubers korea gampang gret,Ora Eroh
1.0,nice opening,Andreas Gunawan
0.0,baru ini liat erikontolim ketriggerg gret,Admiral Eat
0.0,buat giveaway dong bg biar makin berkah youtubenya bg dan buat trip jalan ke seluruh indonesia bg biar orng tau abng itu orngnya baik ,
,,
18.0,adsense for life,RhndyIrms
3.0,haters make me famous semoga para hatersnya eriko cpt mikir ya semakin lo ngehujat dia semakin dia naik dongo,Panggil aja Farhan
0.0,kurang toxic taii,Ketut Kamayoga
0.0,ngakak anjink v,Puspitha Remora
1.0,gua suka banget ama konten lu bangkarna semua vidio lu lucu bang tetap ngebuat vidio tiap hari bang gua suka bngt klo lu bilang yg jelek bang you is the best bangdiem aja like lebih banyak dari dislike memek,dimasekaprabowo dimasekaprabowo
8.0,game bikin gamers kaya eriko lim bacotan bikin erik gila anjingg soappersZbuat vidio tiap hari bang gua suka bngt klo lu bilang yg jelek bang you is the best bangdiem aja like lebih banyak dari dislike memek,ADE NUGRAHA
1.0,bnyk yg ngomong muka lu kya kontol kejepit ajgg tapi sebenernya lisa blackpink onani pake vidio lu ajgg emng lu paling the best ever kontolll gua sayang lu bangsat gw nulis panjang bngini biar comment gw di masukin youtube ajgggg intinya lu gila segila gila nya org gila ohhhh yeahhhhh pokoknya tolong baca dick ,muhammad zaki cool Zakizaki6885
0.0,why memek ngilu,Riko Buangkak
0.0,biarin aja dia mah bang,
,,
,,
0.0,haters goblok gausah di dengerin bg ,
,,
,,
0.0,bang buat vidio makan roti pakek sperma bang,hadi di
0.0,barbar indo bertebaran btw bang colab dong ama bungcorygore,PangKun
0.0,pantad teubel,HADII dii
0.0,haters anjeng v,Kiel Siahaan
1.0,gara lo anak anak sekarang toxic semua anjink ngcorygore,Felyx
1.0,bang atta ke palu ko lu nggasemua anjink ngcorygore,Hysteric GamingCH
0.0,botak dong,ridho roma
0.0,woi botak njing,ridho roma
0.0,gw jdi ikutan sedih rick tanggung jawab ,
,,
,,
0.0,botak njing,ridho roma
0.0,cintai haters mu ,
,,
,,
0.0,mantap bang erikbiar dapat adsense terus,
,,
0.0,kata mutiara terdabes,Fasya Yasin
0.0,iklanya nggak gua skip anjing,Etew Gaming
0.0,pengen jadi haters tapi gua soapers wkwkwk,Gracias Naos
1.0,ngen jadi haters tapi gua soapers wkwkwk,mas bim
0.0,intro kesukaan gw ngentod abiz,Anto Sary
0.0,v bang kalau saranin tulis sebelum memulai video,AnimeSize AZ
1.0,ngakak sumpahanin tulis sebelum memulai video,Pat rik
0.0,ngakak online anjing v,Crush BreakNime
7.0,bersihin otak lu haters supaya jernih ,
,,
,,
0.0,gapapa bang mereka ngehate yg penting aku tetap padamu aja erick biar erick banyak duit wooo v,Radika Tri
0.0,cuk kontol loe gede yah g penting aku tetap padamu aja erick biar erick banyak duit wooo v,Gofar Nugraha
0.0,cintai hatersmu ,
,,
,,
,,
,,
,,
,,
0.0,menurut gue sih kalau banyak orng yg bilang konten gak guna inilah itulah ya mereka itu harus mikir erik juga udh bilang jangan di tonton aja kan gampang ,
,,
,,
0.0,shut up fuck up kontoru ,
,,
0.0,bang katanya mau botak kalo jt subscribe,Aditya76
0.0,soapers anti baper ada tipe soapers,
,,
,,
0.0,bang minta psn id nya boleh,Agustino Saputra
0.0,apaapaan nih iklan menitan gak gua skip setan video sgt berfaedah knp lu gk cpet sukses aja njiirrrr bikin gua eneg liat lu jt sub mending salip tuh atta cara lu tuh yg gua jdiin panutan,Hendra Wan
1.0,heeeemmmmmmm bau memek ,
,,
,,
0.0,berarti luh juga gx butuh subscribe donk ,
,,
0.0, luh juga gx butuh subscribe donk ,
,,
0.0,buat yg bacotin ini gak layak buat di tonton anak anak bitch plis you tube aja lagian juga tuh anak harusnya di awas batasi usia kntl v,Dzikri Fadillah
1.0,bang cahwiguna gk ikut ytr,bukanFCKB0Y
0.0,nah ini baru opening yg family friendly,Zildan Haryono
1.0,rik iklan gak gw skip noh bayar lewat love sama like aja ,
,,
0.0,makasih haters,juankarel channel city
0.0,bang erik tu kaya anjing tapi gua suka e sama like aja ,
,,
0.0,bang dajjal itu mage atau tank,Ahmad Hafizi
0.0,love your haters they re your biggest fans ma like aja ,
,,
0.0,mohon dibaca nih ya ericko ,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,ngakak bangsat haters kontol,Mohad Esau
0.0,mmmmpppsss ahhhhh bau memek v awokwkwkwk,fajar syahputra
0.0,haters youtube ato kaya ,
,,
0.0,luv u semangat trs bang semoga youtube rewerd lu cepet selesai ya bang ,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,dari komennya para haters gua liat disana terselip astronot tanpa roket awkwkwkwk,
,,
0.0,buat vidio terus tod,samuell putraa
0.0,erick kontol lem wkwkwk jk bng hehehe,NeedFriend
1.0,intro paling kere seduniaaaa,upil siput
1.0,mantap rek,Zai Alban
0.0,give me pink guy,Ucup Done
0.0,percuma jadi haters tolol lo tetap miskin anjink,Sakuni Oktavian
0.0,bang gua juga suka ngejek lu erickontolim bang tapi gua masih tetep suka ama lu bang,Dzaki NR
0.0,support aja lah gw mah,Herlina saragih
1.0,kelean semua lupa bahwa panutan gua pantad nya tebal ,
,,
,,
0.0,kontol,ahmad gaming
0.0,i love soapersking,FIX GAMING
59.0,seharusnya lu bangga punya haters karna haters adalah fans yg tertunda dia rela buang waktu cuma buat cari kesahalan kesahalan lu dan buat ngehina lu,Muhammad Aldin
0.0,ericko lim kok ngentot,yasmin balahmar
8.0,dari channel ini gw belajar untuk santai menghadapi haters panutanq leh uga,akmal abiyyu95
0.0,haters emng kerjaanya ngehina orang dia juga manusia lu seharusnya mahamin kelakuanya mungkin di youtube kaya gitu tapi realnya mungkin menurut gua pendiem,Adam Alfarraby
0.0,haters bikin kaya ,
,,
0.0,lah kan e lim emang dah akrab sama toxic nya justru kalo dia berubah jadi malaikat harus ditakedown channelnya kalo lu liat di channel laen yg collab bareng e lim toh dia sering bilang kalo sikap depan belakang layar berbeda karena ini channel dia ya pembawaan tergantung dia dong dahlah cape bgsd ngetiknya cuma buat ngasih tau people klosed minded,VICTEAM
0.0,ajg gua ngakak dari awal receh guaaaaa astaga,sftrek
0.0,rick pernah sumbing ya itu luka sebelah kanan kek bekas oprasi,sam nonaka
0.0,i love you soapkings aka ericko lim aka ericko timotius lim,Garox Anggara Pratama
0.0,abis konten kah anjing,Annissa ajah
0.0,santai ric santai,
,,
,,
0.0,maka nya habis nonton buang pada tempat nya ,
,,
0.0,bacota habis nonton buang pada tempat nya ,
,,
0.0,iya benar juga,Mahyu Danil
0.0,orang cerdas yg ke di komen ini mpat nya ,
,,
0.0,ehh emng ngomong anjing sma bngsd cmn arab doang yg bleh,Rabbit Cyber Team
0.0,cod kenzhibernessa,Aji 245
0.0,hey kalian yg islam kalian percuma kalian baik tapi ngebokep terus peace,elkimuy selimuy
0.0,justru ngatain di channel itu sebagai hiburan bro buat keluarin unek,marcel fernando
0.0,iya ya,elkimuy selimuy
0.0,terserah kamilah,kenzhi bernessa 2009
0.0,ngakak anjink banyak pembulian tp enak ngentod,eggi danuarta
0.0,slamet anshori gua jelasin sama kasih suport kontol,Muhammad Aldin
1.0,lu kan td bilang seharusnya lu bangga ,
,,
,,
0.0,meliuner titid woy kontol ti rex kan gua cuma jelasin bangsat,Muhammad Aldin
0.0,tapi akhirnya terkenal juga kaya bowo v,Arya Thoast
0.0,kan tadi si erick bangga kontoollll karna haters itu menghasilkan duiit begoo,Meliuner Titid
1.0,mantul bang erick gw dah coba trik yakult lo and muka gw tambah ganteng oo,Bocah NOOOB
1.0,abaikan haters bang ,
,,
0.0,haters cuma koar gk jelas bgs t,Raden Maulana
0.0,ayam goreng sedap,Nafa El Ryan
0.0,asw ngakak ajg,Fadhlan Gaming
0.0,woy ngentod lu kapan botak baca komen gue goblok,K - Pab
2.0,yg coment unsubs otaknya di buat dri tai tupai,Gerrr LOl
0.0,menurut gw lu jgn hiraukan para hatersnya lu mending lu ttp berkarya biar bisa banyak subscribe,Raihan Tricky
0.0,nah gini dong openingnya bagus,Daffa DP
0.0,jadi gini subs channel youtube gua cuk ada faedah nya,muhniq channel 10.
0.0,siapa yang bilang lo jelek bang ,
,,
0.0,ajak ketemuan arap dong lim injek injek pala nya abis itu jadiin konten haha makin kaya lu,CKG CREATION
0.0,pantatnya tebel banget ni orang,Balf1x
0.0,gw muslim tpi gw suka erick gimana,IndraGaming
1.0,ngomong ke erick gak sopan dm ig,
,,
0.0,pasti lu nonton sambil nulis komen kan,
,,
,,
,,
,,
,,
0.0,video kek gini lagi bang asik,Irfan Rollins
0.0,kalo gak suka gak usah di tonton anyinggg,Harada's Gaming
0.0,double tap subscribe,Axel 469
0.0,anjing ngomong anjing wkwkwk bangyinggg,HIZKIA CRAFT
1.0,yang pertama itu mamaknya kan dah bilang dia ga nyesel ngelahirin erick udah comen salah malah ngegad dan gw yakin erickolim cuma di kamera gini ku lihat aja video buat pizza sama liong di kasih satpamnya yang masih bagus pizza nya,Nukman Yafhi
0.0,sabar bang selama kontol masi bisa tegang bibit masi bisa ditanam,lewehh
0.0,good,FANDU 4450
